"강서구",2097,5447,1233,3227,1233,3227,...,...,...,...,864,2220,...,...,2706,5785,1344,3131,1324,3102,20,29,...,...,1362,2654,...,...,2279,6002,1707,4526,1703,4514,4,12,...,...,572,1476,-,-,2676,7111,1721,4558,1713,4544,8,14,955,2553,-,-,2866,7548,1852,4872,1839,4859,13,13,1014,2676,2805,6866,1759,4311,1744,4296,15,15,1046,2555,2633,6265,877,2893,863,2879,14,14,1756,3372,2393,5674,760,2540,746,2526,14,14,1633,3134,2356,5595,800,2533,788,2521,12,12,1556,3062,2198,5166,661,2049,659,2047,2,2,1537,3117,2116,4952,448,1461,448,1461,-,-,-,-,1668,3491,-,-,2170,5056,355,1164,355,1164,-,-,-,-,1815,3892,-,-,2137,4980,358,1139,357,1138,1,1,-,-,1779,3841,-,-,2134,4979,336,1075,336,1075,-,-,-,-,1798,3904,-,-
"구로구",1039,2668,735,1872,732,1862,3,10,...,...,304,796,...,...,1260,3138,912,2261,905,2245,7,16,...,...,348,877,...,...,1523,3801,1183,2965,1158,2914,25,51,...,...,340,836,-,-,1355,3563,1003,2601,933,2434,70,167,352,962,-,-,1460,3666,998,2587,991,2580,7,7,462,1079,1460,3403,933,2242,905,2214,28,28,527,1161,1448,3294,444,1480,405,1441,39,39,1004,1814,1357,3036,429,1360,392,1323,37,37,928,1676,1353,3010,439,1343,409,1313,30,30,914,1667,1308,2921,383,1134,355,1106,28,28,925,1787,1337,2987,327,940,291,904,36,36,-,-,1010,2047,-,-,1298,2875,226,686,207,667,19,19,-,-,1072,2189,-,-,1288,2874,186,614,179,607,7,7,-,-,1102,2260,-,-,1332,2954,196,627,191,622,5,5,0,-,1136,2327,-,-
"금천구",1330,3374,927,2298,927,2298,...,...,...,...,403,1076,...,...,1434,3639,936,2365,936,2365,...,...,...,...,498,1274,...,...,1514,3847,1072,2670,1072,2670,-,-,...,...,442,1177,-,-,1668,4377,1096,2842,1082,2812,14,30,572,1535,-,-,1650,4284,1038,2701,1034,2697,4,4,612,1583,1575,3785,898,2192,894,2188,4,4,677,1593,1542,3615,412,1473,409,1470,3,3,1130,2142,1417,3268,367,1313,363,1309,4,4,1050,1955,1338,3094,369,1237,365,1233,4,4,969,1857,1265,2874,324,1021,313,1010,11,11,941,1853,1168,2642,246,798,244,796,2,2,-,-,922,1844,-,-,1107,2491,188,618,186,616,2,2,-,-,919,1873,-,-,1080,2428,181,561,177,557,4,4,-,-,899,1867,-,-,1071,2399,180,544,178,542,2,2,-,-,891,1855,-,-
"영등포구",863,2221,584,1479,584,1479,...,...,...,...,279,742,...,...,619,1563,454,1138,454,1138,...,...,...,...,165,425,...,...,996,2456,688,1681,688,1681,-,-,...,...,308,775,-,-,1006,2602,679,1742,677,1740,2,2,327,860,-,-,968,2461,658,1689,658,1689,-,-,310,772,890,2115,579,1406,579,1406,-,-,311,709,829,1922,245,864,245,864,-,-,584,1058,713,1643,213,732,213,732,-,-,500,911,661,1529,191,660,191,660,-,-,470,869,645,1468,185,607,185,607,-,-,460,861,653,1467,154,497,152,495,2,2,-,-,499,970,-,-,642,1420,113,383,113,383,-,-,-,-,529,1037,-,-,604,1357,107,343,107,343,-,-,-,-,497,1014,-,-,584,1292,100,306,100,306,-,-,-,-,484,986,-,-
"동작구",980,2569,745,1945,745,1945,...,...,...,...,235,624,...,...,1350,3549,869,2234,869,2234,...,...,...,...,481,1315,...,...,1432,3678,937,2328,937,2328,-,-,...,...,495,1350,-,-,1294,3434,948,2508,948,2508,-,-,346,926,-,-,1297,3414,911,2394,911,2394,-,-,386,1020,1268,3036,821,1975,821,1975,-,-,447,1061,1223,2887,381,1318,381,1318,-,-,842,1569,1107,2597,315,1103,315,1103,-,-,792,1494,1065,2497,247,905,247,905,-,-,818,1592,994,2292,193,678,193,678,-,-,801,1614,933,2133,148,519,148,519,-,-,-,-,785,1614,-,-,824,1852,104,367,104,367,-,-,-,-,720,1485,-,-,753,1709,90,324,90,324,-,-,-,-,663,1385,-,-,735,1658,90,314,90,314,-,-,-,-,645,1344,-,-
"관악구",2171,4722,1343,3408,1343,3408,...,...,...,...,828,1314,...,...,1620,4200,1138,2919,1137,2917,1,2,...,...,482,1281,...,...,1783,4631,1162,3018,1162,3018,-,-,...,...,621,1613,-,-,1852,4814,1275,3272,1268,3261,7,11,577,1542,-,-,1948,5046,1353,3478,1353,3478,-,-,595,1568,1830,4465,1157,2848,1157,2848,-,-,673,1617,1769,4241,641,2024,641,2024,-,-,1128,2217,1716,4097,585,1888,585,1888,-,-,1131,2209,1573,3687,508,1597,508,1597,-,-,1065,2090,1475,3404,420,1306,420,1306,-,-,1055,2098,1445,3321,270,906,270,906,-,-,-,-,1175,2415,-,-,1412,3266,187,651,187,651,-,-,-,-,1225,2615,-,-,1322,3069,173,578,173,578,-,-,-,-,1149,2491,-,-,1344,3106,179,582,179,582,-,-,-,-,1165,2524,-,-
"서초구",422,1082,315,794,315,794,...,...,...,...,107,288,...,...,577,1533,379,957,379,957,...,...,...,...,198,576,...,...,650,1660,463,1144,463,1144,-,-,...,...,187,516,-,-,718,1907,551,1444,550,1443,1,1,167,463,-,-,772,2050,556,1466,556,1466,-,-,216,584,787,1917,496,1201,496,1201,-,-,291,716,748,1791,263,826,263,826,-,-,485,965,642,1550,207,683,207,683,-,-,435,867,597,1420,197,594,197,594,-,-,400,826,547,1302,159,488,159,488,-,-,388,814,530,1259,121,377,121,377,-,-,-,-,409,882,-,-,504,1214,81,265,81,265,-,-,-,-,423,949,-,-,474,1147,69,214,69,214,-,-,-,-,405,933,-,-,487,1176,75,237,72,234,3,3,-,-,412,939,-,-
"강남구",838,2073,444,1061,444,1061,...,...,...,...,394,1012,...,...,506,1305,341,900,341,900,...,...,...,...,165,405,...,...,995,2393,555,1329,533,1303,22,26,...,...,440,1064,-,-,1114,2943,600,1556,600,1556,-,-,514,1387,-,-,1312,3545,719,1893,719,1893,-,-,593,1652,1278,3142,663,1622,663,1622,-,-,615,1520,1230,2955,320,1078,317,1075,3,3,910,1877,1163,2762,294,975,291,972,3,3,869,1787,1058,2563,254,872,254,872,-,-,804,1691,973,2294,190,596,190,596,-,-,783,1698,895,2090,129,431,129,431,-,-,-,-,766,1659,-,-,847,1982,102,330,102,330,-,-,-,-,745,1652,-,-,817,1922,107,329,107,329,-,-,-,-,710,1593,-,-,770,1811,87,276,87,276,-,-,-,-,683,1535,-,-
"송파구",1295,3316,850,2188,850,2188,...,...,...,...,445,1128,...,...,1460,3896,1024,2647,1024,2647,...,...,...,...,436,1249,...,...,1571,4433,1164,3323,1164,3323,-,-,...,...,407,1110,-,-,1673,4460,1207,3163,1207,3163,-,-,466,1297,-,-,1761,4678,1279,3341,1279,3341,-,-,482,1337,1783,4402,1243,3020,1243,3020,-,-,540,1382,1763,4249,556,1961,556,1961,-,-,1207,2288,1734,4172,497,1896,497,1896,-,-,1237,2276,1774,4237,455,1579,455,1579,-,-,1319,2658,1663,3980,370,1268,370,1268,-,-,1293,2712,1648,3945,300,1041,300,1041,-,-,-,-,1348,2904,-,-,1486,3488,206,703,206,703,-,-,-,-,1280,2785,-,-,1450,3386,195,648,195,648,-,-,-,-,1255,2738,-,-,1458,3433,190,630,190,630,-,-,-,-,1268,2803,-,-
"강동구",1376,3523,1016,2571,1016,2571,...,...,...,...,360,952,...,...,1073,2681,807,2017,807,2017,...,...,...,...,266,664,...,...,1448,3614,1083,2733,1083,2733,-,-,...,...,365,881,-,-,1675,4461,1175,3085,1171,3079,4,6,500,1376,-,-,1666,4430,1156,3053,1154,3051,2,2,510,1377,1589,3965,993,2463,993,2463,-,-,596,1502,1579,3835,461,1639,461,1639,-,-,1118,2196,1441,3447,422,1479,422,1479,-,-,1019,1968,1354,3235,407,1347,407,1347,-,-,947,1888,1260,2988,338,1109,338,1109,-,-,922,1879,1281,3004,268,881,268,881,-,-,-,-,1013,2123,-,-,1262,2930,189,660,189,660,-,-,-,-,1073,2270,-,-,1216,2809,179,597,179,597,-,-,-,-,1037,2212,-,-,1226,2828,177,566,177,566,-,-,-,-,1049,2262,-,-
